Id,SalePrice
1461,126172.48007333411
1462,158485.3075685222
1463,188373.01045314033
1464,190433.0726693786
1465,189895.89673635736
1466,175633.9223944734
1467,174974.13190435094
1468,171663.78850928685
1469,180254.68697741345
1470,124380.43211599124
1471,194310.71249789474
1472,94622.07262128899
1473,98427.84177554082
1474,152248.65075964166
1475,139458.13993819462
1476,371524.4682317967
1477,255968.5126952689
1478,310905.367293377
1479,253690.2880583938
1480,521784.51038770925
1481,344330.3183910761
1482,203711.72822936933
1483,169419.1179387058
1484,170909.91643598507
1485,173505.7870950466
1486,194265.22419612997
1487,343738.8400550493
1488,224129.6002161519
1489,208299.39561210817
1490,200760.36557812017
1491,185426.14729875536
1492,105948.72385813248
1493,178048.23251413132
1494,292189.13511899504
1495,296980.8672798798
1496,238863.1604195855
1497,188184.60963698025
1498,155024.8062900644
1499,155929.43249779716
1500,157421.81290286343
1501,175594.18786721732
1502,167026.73339991077
1503,292815.7330838445
1504,242577.98815536825
1505,220770.86207328158
1506,188229.8858308488
1507,235042.26023465162
1508,206375.95610457435
1509,168593.44547398927
1510,148822.73989853918
1511,148483.98577267682
1512,169733.86870701332
1513,130818.71610066626
1514,157009.00941000335
1515,177479.96840232165
1516,153463.5406001644
1517,155664.92173444954
1518,125485.98570450215
1519,218091.4951518924
1520,137275.11084078517
1521,143223.14888682347
1522,159789.12222443413
1523,118339.02522725683
1524,127110.32858016499
1525,125161.7305713927
1526,121725.90857597809
1527,107453.28146330171
1528,135119.45629075213
1529,146752.6137536729
1530,166478.68114009462
1531,111229.82561103677
1532,104882.17876079155
1533,144748.65349086933
1534,117979.61203669947
1535,163814.75358944552
1536,112357.0348437434
1537,71052.61581918501
1538,163009.55377225752
1539,197354.77207088706
1540,94869.49410729636
1541,141363.64383956674
1542,137160.9008260342
1543,218725.27342616193
1544,79581.87759374833
1545,97559.18462924511
1546,123466.7874801202
1547,133032.79070677102
1548,130374.82837848898
1549,114366.52565972507
1550,142950.36718889276
